City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Williamsburg,US,37.2707,-76.7075,93.78,68,100,1.99,overcast clouds
349,Emerald,AU,-23.5333,148.1667,53.35,88,0,13.38,clear sky
350,Karla,EE,59.3723,24.9275,67.96,87,0,2.3,clear sky
351,Geraldton,AU,-28.7667,114.6,52.21,87,75,13.8,broken clouds
352,Sandwick,GB,60.0,-1.25,49.82,81,100,4.61,overcast clouds
353,Tugulym,RU,57.0591,64.6425,57.33,91,99,5.99,overcast clouds
354,Klaksvik,FO,62.2266,-6.589,50.92,84,100,8.61,overcast clouds
355,Vila Velha,BR,-20.3297,-40.2925,73.35,87,20,6.91,few clouds
356,Grand-Santi,GF,4.25,-54.3833,74.35,98,57,2.24,broken clouds
357,Xapuri,BR,-10.6517,-68.5044,85.39,42,16,2.86,few clouds
358,Muborak,UZ,39.2553,65.1528,92.43,12,0,12.95,clear sky
359,Awbari,LY,26.5921,12.7805,82.08,19,0,7.31,clear sky
360,Nong Khai,TH,17.9167,103.0833,77.29,98,100,5.75,light rain
361,Namibe,AO,-15.1961,12.1522,62.44,85,6,2.75,clear sky
362,Natchez,US,31.5604,-91.4032,88.02,58,75,0.0,broken clouds
363,San Quintin,MX,30.4833,-115.95,74.75,61,92,15.95,overcast clouds
364,Lucenec,SK,48.3325,19.6671,69.62,66,2,4.47,clear sky
365,Tukrah,LY,32.5341,20.5791,77.72,81,0,10.6,clear sky
366,Mendi,PG,-6.1761,143.6513,54.86,89,9,2.33,clear sky
367,Bara,NG,10.3744,10.7288,74.75,83,81,7.61,broken clouds
368,Kataysk,RU,56.289,62.5841,58.95,83,61,8.1,broken clouds
369,Bamako,ML,12.65,-8.0,77.13,83,85,4.7,light rain
370,Arecibo,PR,18.4724,-66.7157,85.28,76,27,5.99,scattered clouds
371,Saldanha,ZA,-33.0117,17.9442,57.67,90,100,4.5,overcast clouds
372,Sur,OM,22.5667,59.5289,86.76,68,87,10.58,overcast clouds
373,Vestmanna,FO,62.1564,-7.1664,49.12,87,75,2.3,broken clouds
374,Bobcaygeon,CA,44.5462,-78.542,81.88,56,72,3.98,broken clouds
375,Alta Gracia,AR,-31.6529,-64.4283,65.37,63,2,2.01,clear sky
376,Sinnamary,GF,5.3833,-52.95,78.76,83,48,6.89,scattered clouds
377,Terme,TR,41.2092,36.9739,64.33,87,0,6.2,clear sky
378,Dunedin,NZ,-45.8742,170.5036,47.8,71,13,8.01,few clouds
379,Terrace Bay,CA,48.7834,-87.1,55.49,80,86,5.01,overcast clouds
380,Kashi,CN,39.4547,75.9797,80.01,19,0,3.51,clear sky
381,Moron,AR,-34.6534,-58.6198,59.94,78,3,5.32,clear sky
382,Uvira,CD,-3.4067,29.1458,75.06,60,33,0.72,scattered clouds
383,Lata,PT,40.1629,-8.3327,58.64,91,6,1.57,clear sky
384,Japura,ID,-0.3167,102.35,73.35,99,86,1.43,overcast clouds
385,Codrington,AU,-38.2667,141.9667,51.33,93,100,13.0,light rain
386,Tuy Hoa,VN,13.0833,109.3,75.24,90,99,2.91,overcast clouds
387,Sabha,LY,27.0377,14.4283,82.04,22,0,8.32,clear sky
388,Castrovillari,IT,39.8203,16.2123,69.3,51,0,4.63,clear sky
389,Buraydah,SA,26.326,43.975,93.22,12,31,9.35,scattered clouds
390,Lamar,US,33.6668,-95.5836,97.99,43,0,5.75,clear sky
391,Hambantota,LK,6.1241,81.1185,78.84,83,98,19.3,overcast clouds
392,Hofn,IS,64.2539,-15.2082,52.23,92,54,6.29,broken clouds
393,Oistins,BB,13.0667,-59.5333,82.49,65,20,13.8,few clouds
394,Hualmay,PE,-11.0964,-77.6139,63.91,77,35,8.63,scattered clouds
395,Huarmey,PE,-10.0681,-78.1522,65.34,77,12,9.78,few clouds
396,Hamilton,US,39.1834,-84.5333,95.22,46,0,8.05,haze
397,Haines Junction,CA,60.7522,-137.5108,55.36,62,89,9.15,overcast clouds
398,Kiev,UA,50.4333,30.5167,68.67,73,2,1.01,clear sky
399,Byron Bay,AU,-28.65,153.6167,56.95,82,100,21.5,overcast clouds
400,Harper,LR,4.375,-7.7169,75.13,71,70,9.4,broken clouds
401,Luneville,FR,48.6,6.5,73.29,74,100,2.26,overcast clouds
402,Male,MV,4.1748,73.5089,82.45,74,95,17.07,overcast clouds
403,Mikulovice,CZ,50.2985,17.3215,68.38,63,0,2.15,clear sky
404,Corinto,GR,37.9407,22.9573,78.89,39,0,1.14,clear sky
405,Maarianhamina,AX,60.0973,19.9348,62.46,100,100,4.61,overcast clouds
406,Bam,IR,29.106,58.357,92.8,17,70,8.81,broken clouds
407,Guerrero Negro,MX,27.9769,-114.0611,76.41,57,24,20.69,few clouds
408,Porto Santo,PT,33.072,-16.3415,70.18,73,75,14.97,broken clouds
409,Ballina,AU,-28.8667,153.5667,57.02,99,100,21.12,overcast clouds
410,Banjar,ID,-8.19,114.9675,74.43,89,59,4.61,broken clouds
411,Ushibuka,JP,32.1906,130.0228,76.96,77,63,6.49,broken clouds
412,Alappuzha,IN,9.49,76.3264,78.01,87,100,8.32,overcast clouds
413,Kruisfontein,ZA,-34.0033,24.7314,49.89,77,100,6.08,overcast clouds
414,Nabire,ID,-3.3667,135.4833,75.43,91,65,3.31,broken clouds
415,Floriano,BR,-6.7669,-43.0225,89.02,31,100,11.12,overcast clouds
416,San Andres,CO,12.5847,-81.7006,80.62,89,75,5.75,broken clouds
417,Zyryanka,RU,65.75,150.85,62.49,42,44,3.11,scattered clouds
418,Las Vegas,US,36.175,-115.1372,114.6,10,0,12.66,clear sky
419,Leningradskiy,RU,69.3833,178.4167,37.22,85,90,8.57,overcast clouds
420,Puri,IN,19.8,85.85,81.12,81,100,6.69,overcast clouds
421,De-Kastri,RU,51.4667,140.7833,60.19,77,100,2.42,overcast clouds
422,Liverpool,GB,53.4106,-2.9779,62.62,92,75,2.3,broken clouds
423,Pudozh,RU,61.8099,36.5345,62.8,81,64,4.43,broken clouds
424,Grand Gaube,MU,-20.0064,57.6608,67.37,79,2,1.99,light rain
425,Pangnirtung,CA,66.1451,-65.7125,55.22,54,9,3.02,clear sky
426,Flinders,AU,-34.5833,150.8552,53.19,94,74,5.99,light rain
427,Viline,UA,44.8456,33.6716,71.08,82,3,3.06,light rain
428,Kargasok,RU,59.0556,80.8572,48.4,93,21,12.77,few clouds
429,Crotone,IT,39.0851,17.1178,81.19,60,0,5.01,clear sky
430,Kiama,AU,-34.6833,150.8667,57.99,95,84,1.99,broken clouds
431,Silver City,US,32.7701,-108.2803,84.16,50,40,16.11,scattered clouds
432,Gushikawa,JP,26.3544,127.8686,85.59,86,75,9.22,broken clouds
433,Nkhotakota,MW,-12.9274,34.2961,66.25,64,5,3.6,clear sky
434,Ninh Binh,VN,20.2539,105.975,78.26,90,100,1.7,moderate rain
435,Burlington,US,39.8835,-74.6413,96.87,40,0,14.97,clear sky
436,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.02,39,8,1.61,clear sky
437,Jishou,CN,28.3167,109.7167,75.99,93,85,2.26,overcast clouds
438,Malumfashi,NG,11.7853,7.6218,74.07,84,100,6.53,light rain
439,Tambura,SS,5.6,27.4667,68.43,96,97,3.38,light rain
440,Aswan,EG,24.0934,32.907,88.74,18,64,13.87,broken clouds
441,Borogontsy,RU,62.6683,131.1683,65.91,86,96,2.89,overcast clouds
442,Albertville,US,34.2676,-86.2089,89.06,54,0,0.0,clear sky
443,Salalah,OM,17.0151,54.0924,77.09,94,100,5.75,overcast clouds
444,Richards Bay,ZA,-28.783,32.0377,66.6,82,0,12.53,clear sky
445,Meadow Lake,US,34.8014,-106.5436,99.68,16,33,4.68,scattered clouds
446,Krasnogorsk,RU,55.8225,37.3181,66.45,68,0,8.95,clear sky
447,Jegunovce,MK,42.0736,21.1236,69.78,37,0,4.29,clear sky
448,Leshukonskoye,RU,64.8989,45.7622,66.33,72,74,7.07,broken clouds
449,Berlevag,NO,70.8578,29.0864,53.6,82,100,14.97,overcast clouds
450,Velika Kladusa,BA,45.1894,15.8117,67.75,54,0,3.36,clear sky
451,Araguari,BR,-18.6472,-48.1872,66.99,43,0,4.65,clear sky
452,Newtonhill,GB,57.0333,-2.15,53.55,88,20,5.75,few clouds
453,Udachnyy,RU,66.4167,112.4,55.45,87,1,1.7,clear sky
454,Mwene-Ditu,CD,-7.0,23.45,72.25,41,12,5.17,few clouds
455,Ilhabela,BR,-23.7781,-45.3581,67.33,85,2,5.21,clear sky
456,Yerbogachen,RU,61.2767,108.0108,62.74,73,99,4.41,overcast clouds
457,Lensk,RU,60.7253,114.9278,62.73,91,94,5.26,overcast clouds
458,Gamba,GA,-2.65,10.0,68.58,87,25,6.64,scattered clouds
459,Mach,PK,29.8637,67.3298,79.23,76,75,2.35,broken clouds
460,Tevaitoa,PF,-16.7833,-151.5,77.97,75,20,9.26,few clouds
461,Balaipungut,ID,1.05,101.2833,73.42,98,99,2.44,overcast clouds
462,Taloqan,AF,36.7361,69.5345,84.87,16,0,4.99,clear sky
463,Prince Rupert,CA,54.3161,-130.3201,59.16,72,84,4.99,broken clouds
464,Tahoua,NE,14.8888,5.2692,73.45,90,100,5.17,heavy intensity rain
465,Laguna,US,38.421,-121.4238,103.32,18,0,6.91,clear sky
466,Caohai,CN,26.8661,104.2841,57.33,98,100,4.32,overcast clouds
467,Paita,PE,-5.0892,-81.1144,65.3,80,24,15.28,few clouds
468,Ratzeburg,DE,53.7,10.7667,60.49,73,100,4.61,overcast clouds
469,Kostomuksha,RU,64.571,30.5767,56.86,77,41,5.23,scattered clouds
470,Clyde,US,41.3042,-82.9752,86.7,45,36,8.88,scattered clouds
471,Cubulco,GT,15.1333,-90.5833,75.76,76,82,4.92,broken clouds
472,Samarai,PG,-10.6167,150.6667,80.08,79,31,4.23,scattered clouds
473,Mayumba,GA,-3.432,10.6554,68.41,89,75,6.17,broken clouds
474,Henderson,US,36.0397,-114.9819,115.16,10,0,8.05,clear sky
475,Moyale,KE,3.5167,39.0584,67.64,60,100,13.96,overcast clouds
476,Bathsheba,BB,13.2167,-59.5167,83.01,82,20,13.8,few clouds
477,Marovoay,MG,-16.1,46.6333,66.96,62,0,7.02,clear sky
478,Calabozo,VE,8.9242,-67.4293,83.91,64,27,2.3,scattered clouds
479,Okhotsk,RU,59.3833,143.3,61.59,80,97,2.82,overcast clouds
480,Malartic,CA,48.1335,-78.1328,70.02,85,77,9.24,broken clouds
481,Vanavara,RU,60.34,102.2797,59.41,75,100,4.99,overcast clouds
482,Seryshevo,RU,51.0933,128.3786,67.01,69,23,4.36,few clouds
483,Ciudad Bolivar,VE,8.1222,-63.5497,82.49,64,60,8.46,broken clouds
484,Berbera,SO,10.4396,45.0143,89.49,40,67,22.24,broken clouds
485,Pacific Grove,US,36.6177,-121.9166,88.25,78,0,11.5,clear sky
486,Tigil,RU,57.8,158.6667,63.73,44,0,3.49,clear sky
487,Dakar,SN,14.6937,-17.4441,78.71,87,100,7.81,heavy intensity rain
488,Bilibino,RU,68.0546,166.4372,43.12,60,27,5.91,scattered clouds
489,Rovaniemi,FI,66.5,25.7167,60.21,63,0,3.44,clear sky
490,Lincoln,US,40.8,-96.667,98.96,44,0,16.11,clear sky
491,Tomatlan,MX,19.9333,-105.25,90.75,60,90,10.63,overcast clouds
492,Luzhou,CN,28.8724,105.4405,69.04,93,100,3.38,overcast clouds
493,Dhidhdhoo,MV,6.8833,73.1,81.37,77,100,16.82,overcast clouds
494,Shingu,JP,33.7333,135.9833,77.74,75,1,3.56,clear sky
495,Astoria,US,46.1879,-123.8313,65.46,78,100,10.36,overcast clouds
496,Tamale,GH,9.4008,-0.8393,74.03,88,42,4.34,moderate rain
497,Elizabethtown,US,37.694,-85.8591,93.29,47,0,3.44,clear sky
498,Enid,US,36.3956,-97.8784,101.01,52,100,16.11,thunderstorm with rain
499,Zilupe,LV,56.3862,28.1217,62.53,85,5,5.03,clear sky
500,Terney,RU,45.0503,136.6092,62.78,89,77,4.54,broken clouds
501,Yar-Sale,RU,66.8333,70.8333,44.38,95,100,15.21,overcast clouds
502,Bundaberg,AU,-24.85,152.35,60.22,82,98,5.01,overcast clouds
503,Khandyga,RU,62.6667,135.6,66.56,93,100,3.29,overcast clouds
504,Sangar,RU,63.9242,127.4739,62.04,84,93,2.77,overcast clouds
505,Sistranda,NO,63.7256,8.834,53.56,87,27,15.59,scattered clouds
506,Kalmunai,LK,7.4167,81.8167,78.53,87,96,5.82,overcast clouds
507,Zhanakorgan,KZ,43.9098,67.2495,90.05,18,0,21.18,clear sky
508,Zhob,PK,31.3411,69.4481,75.18,74,42,4.41,scattered clouds
509,Bengkulu,ID,-3.8004,102.2655,75.04,87,84,4.27,broken clouds
510,Bonavista,CA,48.6499,-53.1147,64.87,74,36,14.67,scattered clouds
511,Corralillo,CU,22.9819,-80.5856,85.59,68,19,17.11,light rain
512,Thanatpin,MM,17.2119,96.3033,77.18,90,98,3.09,overcast clouds
513,Wausau,US,44.9591,-89.6301,89.51,48,20,13.8,few clouds
514,Manzhouli,CN,49.6,117.4333,64.74,88,29,7.45,scattered clouds
515,Iskateley,RU,67.6803,53.1512,51.44,65,100,12.41,light rain
516,Novyy Urengoy,RU,66.0833,76.6333,47.91,79,100,6.29,overcast clouds
517,Vilcun,CL,-38.65,-72.2333,54.34,91,100,9.28,overcast clouds
518,Taikang,CN,46.8333,124.4167,69.96,85,15,5.82,moderate rain
519,Sokoni,TZ,-6.4333,39.55,75.31,77,2,16.28,clear sky
520,Vestmannaeyjar,IS,63.4427,-20.2734,51.44,90,100,3.33,overcast clouds
521,Mala,PE,-12.6581,-76.6308,63.14,80,25,5.01,scattered clouds
522,Quesnel,CA,52.9999,-122.5029,83.19,25,2,5.44,clear sky
523,Megion,RU,61.0296,76.1136,48.22,75,41,8.3,scattered clouds
524,Port Hedland,AU,-20.3167,118.5667,66.25,100,0,8.05,clear sky
525,San Cristobal,VE,7.7669,-72.225,77.18,64,56,4.61,broken clouds
526,Barranca,PE,-10.75,-77.7667,63.41,77,26,9.42,scattered clouds
527,Mecca,SA,21.4267,39.8261,87.84,56,19,3.33,few clouds
528,Cartagena,CO,10.3997,-75.5144,83.82,74,75,6.91,broken clouds
529,Correntina,BR,-13.3433,-44.6367,72.55,39,0,4.7,clear sky
530,Saint George,US,37.1041,-113.5841,110.62,12,0,17.27,clear sky
531,Reconquista,AR,-29.15,-59.65,68.61,76,79,11.79,broken clouds
532,Kushmurun,KZ,52.4503,64.6311,62.44,67,9,4.85,clear sky
533,Trelew,AR,-43.249,-65.3051,39.52,37,100,3.38,overcast clouds
534,Juneau,US,58.3019,-134.4197,54.21,96,100,12.66,moderate rain
535,Longkou,CN,37.6508,120.3286,71.38,92,100,6.96,overcast clouds
536,Port Hardy,CA,50.6996,-127.4199,64.58,68,75,12.66,broken clouds
537,Beloha,MG,-25.1667,45.05,63.82,81,0,8.46,clear sky
538,Lavrentiya,RU,65.5833,-171.0,43.61,86,100,10.0,overcast clouds
539,Volsk,RU,52.0333,47.3833,60.49,87,85,4.47,overcast clouds
540,Nisia Floresta,BR,-6.0911,-35.2086,79.18,88,100,10.38,overcast clouds
541,Natal,BR,-5.795,-35.2094,79.02,83,75,6.91,broken clouds
542,Lososina,RU,48.9975,140.3106,57.88,97,100,6.46,overcast clouds
543,Kudahuvadhoo,MV,2.6708,72.8944,82.44,75,99,15.12,overcast clouds
544,Hornepayne,CA,49.2138,-84.7705,65.12,87,82,13.47,broken clouds
545,Magistralnyy,RU,56.1725,107.4458,59.25,98,100,2.01,light rain
546,Te Anau,NZ,-45.4167,167.7167,35.76,89,67,1.52,broken clouds
547,Tral,IN,33.9333,75.1,70.56,88,100,0.87,overcast clouds
548,Mufumbwe,ZM,-13.6833,24.8,59.14,47,51,5.21,broken clouds
549,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,80,76,2.28,broken clouds
550,Qaqortoq,GL,60.7167,-46.0333,48.47,79,48,5.82,scattered clouds
551,Oriximina,BR,-1.7656,-55.8661,81.55,69,65,2.24,broken clouds
552,Harnosand,SE,62.6323,17.9379,60.8,70,100,8.03,moderate rain
553,Ruteng,ID,-8.6136,120.4721,58.41,85,99,1.5,overcast clouds
554,Tawang,IN,27.5833,91.8667,55.78,95,100,1.39,overcast clouds
555,Oranjestad,AW,12.524,-70.027,84.15,74,20,18.41,few clouds
556,Katangli,RU,51.7102,143.2326,56.44,83,100,7.83,overcast clouds
557,Atbasar,KZ,51.8,68.3333,57.51,85,0,4.23,clear sky
558,Sioux Lookout,CA,50.1001,-91.917,71.67,64,40,10.36,scattered clouds
559,Luanda,AO,-8.8368,13.2343,68.0,94,20,2.3,few clouds
560,Buala,SB,-8.145,159.5921,82.38,76,11,5.53,few clouds
561,Sao Filipe,CV,14.8961,-24.4956,75.22,80,78,2.64,broken clouds
562,Upata,VE,8.0086,-62.3989,82.18,75,41,5.86,scattered clouds
563,Alpena,US,45.0617,-83.4327,89.11,36,75,8.05,broken clouds
564,Zhigansk,RU,66.7697,123.3711,53.62,91,100,5.44,light rain
565,Ongandjera,NA,-17.8833,15.0667,63.36,37,0,7.56,clear sky
566,Callaway,US,30.153,-85.5699,87.96,74,20,4.61,few clouds
567,Umkomaas,ZA,-30.2067,30.7978,62.67,83,2,7.99,clear sky
568,Lambare,PY,-25.3468,-57.6065,80.19,65,0,6.91,clear sky
569,Wala,CM,4.578,12.3154,68.02,99,100,3.94,moderate rain
570,Luohe,CN,33.5717,114.0353,69.42,91,50,3.58,scattered clouds
571,Whitecourt,CA,54.1502,-115.6855,72.64,37,75,8.05,broken clouds
572,Dwarka,IN,22.2394,68.9678,81.93,82,74,19.89,broken clouds
573,Dukat,RU,62.55,155.55,55.38,43,73,4.21,broken clouds
574,Paamiut,GL,61.994,-49.6678,46.35,84,5,9.73,clear sky
575,Magnor,SE,59.9511,12.1996,53.24,97,100,4.99,overcast clouds
576,Boyolangu,ID,-8.1181,111.8935,71.76,91,61,3.31,broken clouds
577,Saint-Georges,GD,12.0564,-61.7485,82.08,78,75,11.5,broken clouds
578,San-Pedro,CI,4.7485,-6.6363,75.31,74,43,7.83,scattered clouds
579,Mantua,IT,45.1667,10.7833,87.04,59,42,3.0,scattered clouds
580,Taltal,CL,-25.4,-70.4833,58.41,80,100,5.19,overcast clouds
581,Lac Du Bonnet,CA,50.2536,-96.0612,72.81,51,27,11.25,scattered clouds
582,Pangody,RU,65.85,74.4859,46.17,89,100,2.42,overcast clouds
583,Kuytun,RU,54.3419,101.5036,55.87,95,100,6.38,light rain
584,Bangkalan,ID,-7.0455,112.7351,75.15,84,79,3.33,broken clouds
585,Sekoma,BW,-24.4,23.8833,62.26,46,66,8.37,broken clouds
586,Marfino,RU,55.7028,37.3822,66.34,67,0,6.71,clear sky
587,Kerouane,GN,9.2667,-9.0167,68.95,97,91,3.18,moderate rain
588,El Dorado,US,38.7666,-120.5177,94.86,14,0,1.99,clear sky
589,Mogadishu,SO,2.0371,45.3438,75.83,81,30,17.87,scattered clouds
590,Bhuban,IN,20.8833,85.8333,78.46,93,100,3.49,overcast clouds
591,Tual,ID,-5.6667,132.75,77.49,77,100,15.03,overcast clouds
592,Aberdeen,GB,57.1437,-2.0981,54.09,87,20,5.75,few clouds
593,Marsa Matruh,EG,31.3525,27.2453,77.41,73,0,9.6,clear sky
594,Daru,PG,-9.0763,143.2092,76.89,90,53,10.74,broken clouds
595,Khromtau,KZ,50.2503,58.4347,69.46,40,69,9.15,broken clouds
596,Dali,CN,25.7,100.1833,62.46,94,100,2.15,overcast clouds
597,Ewa Beach,US,21.3156,-158.0072,85.95,56,40,19.57,scattered clouds
598,Verkhovazhye,RU,60.7472,42.0465,62.76,83,21,5.03,few clouds
599,Oktyabrskoye,RU,43.0645,44.7417,62.74,93,100,4.47,light rain
600,Weihai,CN,37.5017,122.1136,72.36,86,100,6.58,light rain
601,Arinos,BR,-15.9169,-46.1056,71.62,39,0,3.98,clear sky
602,Libreville,GA,0.3925,9.4537,75.13,77,71,9.82,broken clouds
603,Kaoma,ZM,-14.7833,24.8,55.49,55,4,5.46,clear sky
604,Encrucijada,CU,22.6169,-79.8711,84.76,74,75,4.61,broken clouds
605,Kanniyakumari,IN,8.0833,77.5667,78.12,84,100,19.08,light rain
606,Le Port,RE,-20.9373,55.2919,69.26,68,6,6.06,clear sky
607,Henties Bay,NA,-22.116,14.2845,58.28,79,0,6.35,clear sky
608,Ntchisi,MW,-13.5278,33.9149,53.17,67,24,2.19,few clouds
609,Maua,BR,-23.6678,-46.4614,72.36,55,3,3.51,clear sky
610,Bratsk,RU,56.1325,101.6142,59.49,86,100,1.86,overcast clouds
611,Mizan Teferi,ET,6.9833,35.5833,61.74,87,88,2.44,overcast clouds
612,Mareeba,AU,-17.0,145.4333,65.12,84,7,2.04,clear sky
613,Pula,HR,44.8683,13.8481,77.58,64,0,3.44,clear sky
614,Alekseyevka,RU,50.6309,38.6903,55.96,96,45,6.73,scattered clouds
615,Severnyy,RU,50.677,36.5532,57.24,94,0,8.95,clear sky
616,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.83,86,0,14.03,clear sky
617,San Joaquin,US,37.9333,-121.3011,101.53,20,0,14.97,clear sky
618,Bataipora,BR,-22.2953,-53.2711,74.86,34,37,5.08,scattered clouds
619,Dubna,RU,56.7333,37.1667,60.01,79,2,3.69,clear sky
620,Kovdor,RU,67.5662,30.4758,50.72,94,79,2.15,broken clouds
621,Belyy Yar,RU,53.6039,91.3903,57.09,88,0,4.47,clear sky
622,Sitka,US,57.0531,-135.33,55.29,82,100,9.22,light rain
623,Estelle,US,29.8458,-90.1067,93.99,83,100,0.0,overcast clouds
624,Shatura,RU,55.5725,39.5368,58.93,80,2,4.72,clear sky
625,Dingzhou,CN,38.5131,114.9956,71.71,79,99,3.87,overcast clouds
626,Saint Anthony,US,45.0205,-93.218,94.3,38,40,10.36,scattered clouds
627,Vostok,RU,46.4856,135.8833,60.76,90,95,2.44,overcast clouds
628,Rocha,UY,-34.4833,-54.3333,52.27,97,37,5.1,scattered clouds
629,Loznica,RS,44.5342,19.2242,67.46,42,0,5.26,clear sky
630,Muros,ES,42.7762,-9.0603,66.09,75,0,11.86,clear sky
631,Bowen,AU,-20.0167,148.2333,59.52,67,0,6.67,clear sky
632,Bayji,IQ,34.9311,43.487,89.04,18,0,8.86,clear sky
633,Takoradi,GH,4.8845,-1.7554,74.52,81,74,8.39,broken clouds
634,Ponta Delgada,PT,37.7333,-25.6667,75.51,83,20,4.61,few clouds
635,Ucluelet,CA,48.9329,-125.5528,63.09,84,96,1.99,overcast clouds
636,Biak,ID,-0.9131,122.8766,75.11,88,56,6.53,broken clouds
637,Boende,CD,-0.2167,20.8667,70.93,95,100,3.58,overcast clouds
638,Semey,KZ,50.4111,80.2275,65.1,58,17,3.11,few clouds
639,Raudeberg,NO,61.9875,5.1352,57.87,86,83,23.8,broken clouds
640,Tairua,NZ,-37.0167,175.85,53.22,69,100,7.67,overcast clouds
641,Hoi An,VN,15.8794,108.335,76.96,89,79,4.85,broken clouds
642,Olopa,GT,14.6833,-89.35,76.48,94,100,4.61,overcast clouds
643,Hay River,CA,60.8156,-115.7999,67.98,64,75,8.05,broken clouds
644,Rio Grande,BR,-32.035,-52.0986,60.91,99,100,7.16,overcast clouds
645,Bereda,ES,43.2686,-7.5406,59.58,99,14,5.77,few clouds
646,Ciales,PR,18.3361,-66.4688,84.47,84,59,12.5,broken clouds
647,Champerico,GT,14.3,-91.9167,91.94,73,42,11.48,scattered clouds
648,Tazovskiy,RU,67.4667,78.7,45.19,97,100,8.93,light rain
649,Shizunai,JP,42.3339,142.3669,66.56,96,100,3.98,overcast clouds
650,Tezu,IN,27.9167,96.1667,75.96,82,95,2.39,overcast clouds
651,Punta Alta,AR,-38.8759,-62.0736,45.28,80,100,13.58,moderate rain
652,Parati,BR,-23.2178,-44.7131,67.5,85,0,3.04,clear sky
653,Hohhot,CN,40.8106,111.6522,55.69,94,0,4.47,clear sky
654,Bandarbeyla,SO,9.4942,50.8122,77.11,79,44,30.82,scattered clouds
655,Madison Heights,US,42.4859,-83.1052,92.95,37,0,11.5,clear sky
656,Gewane,ET,10.1664,40.6453,85.96,39,77,16.02,broken clouds
657,Rutana,BI,-3.8667,30.1,59.25,54,28,3.0,scattered clouds
658,Cap Malheureux,MU,-19.9842,57.6142,67.46,79,1,1.99,light rain
659,Dehloran,IR,32.6941,47.2679,95.25,13,0,9.31,clear sky
660,Chara,RU,56.9064,118.2631,70.93,71,99,0.38,overcast clouds
661,Gueret,FR,46.1667,1.8667,66.99,77,75,4.54,broken clouds
662,Puerto Ayacucho,VE,5.6639,-67.6236,80.24,85,84,4.94,broken clouds
663,Wakkanai,JP,45.4094,141.6739,61.0,92,100,20.47,overcast clouds
664,Suzhou,CN,31.3114,120.6181,82.09,88,100,4.83,overcast clouds
665,Visby,SE,57.6409,18.296,64.06,88,19,10.36,few clouds
666,Yeniseysk,RU,58.4497,92.1703,54.7,99,54,5.48,broken clouds
667,Gaomi,CN,36.3833,119.7528,68.58,94,100,16.93,overcast clouds
668,Olkhovatka,RU,50.2831,39.2872,56.23,92,86,5.41,overcast clouds
669,Koltubanovskiy,RU,52.9407,52.0269,66.79,62,97,6.15,overcast clouds
670,Kalino,RU,58.2504,57.6085,56.84,95,19,2.48,few clouds
671,Dicabisagan,PH,17.0818,122.4157,79.18,85,32,1.77,scattered clouds
672,Bang Saphan,TH,11.2126,99.5117,74.95,92,100,2.84,moderate rain
673,Seoul,KR,37.5683,126.9778,74.77,88,75,4.61,mist
674,Escanaba,US,45.7453,-87.0646,87.94,35,0,13.8,clear sky
675,Karoi,ZW,-16.8099,29.6925,57.06,63,94,3.69,overcast clouds
676,Belaya Gora,RU,68.5333,146.4167,59.11,38,21,15.93,few clouds
677,Huangmei,CN,30.1924,116.025,81.81,85,72,2.44,broken clouds
678,Vytegra,RU,61.0064,36.4481,63.07,76,76,5.3,broken clouds
679,Alyangula,AU,-13.8483,136.4192,65.43,64,94,10.65,overcast clouds
680,Adeje,ES,28.1227,-16.726,80.22,83,0,4.61,clear sky
